0,0,
0.005,1,
0.011,2,
0.016,3,
0.022,4,
0.027,5,
0.033,6,
0.038,7,
0.044,8,
0.05,9,
0.055,10,
0.061,11,
0.067,12,
0.072,13,
0.078,14,
0.084,15,
0.09,16,
0.095,17,
0.101,18,
0.107,19,
0.113,20,
0.119,21,
0.125,22,
0.131,23,
0.137,24,
0.143,25,
0.149,26,
0.155,27,
0.161,28,
0.167,29,
0.173,30,
0.179,31,
0.185,32,
0.191,33,
0.197,34,
0.204,35,
0.21,36,
0.216,37,
0.222,38,
0.229,39,
0.235,40,
0.241,41,
0.248,42,
0.254,43,
0.26,44,
0.267,45,
0.273,46,
0.28,47,
0.286,48,
0.292,49,
0.299,50,
0.305,51,
0.312,52,
0.319,53,
0.325,54,
0.332,55,
0.338,56,
0.345,57,
0.352,58,
0.358,59,
0.365,60,
0.372,61,
0.378,62,
0.385,63,
0.392,64,
0.399,65,
0.405,66,
0.412,67,
0.419,68,
0.426,69,
0.433,70,
0.44,71,
0.446,72,
0.453,73,
0.46,74,
0.467,75,
0.474,76,
0.481,77,
0.488,78,
0.495,79,
0.502,80,
0.509,81,
0.516,82,
0.523,83,
0.53,84,
0.538,85,
0.545,86,
0.552,87,
0.559,88,
0.566,89,
0.573,90,
0.58,91,
0.588,92,
0.595,93,
0.602,94,
0.609,95,
0.617,96,
0.624,97,
0.631,98,
0.639,99,
0.646,100,
0.653,101,
0.661,102,
0.668,103,
0.675,104,
0.683,105,
0.69,106,
0.698,107,
0.705,108,
0.713,109,
0.72,110,
0.727,111,
0.735,112,
0.743,113,
0.75,114,
0.758,115,
0.765,116,
0.773,117,
0.78,118,
0.788,119,
0.795,120,
0.803,121,
0.811,122,
0.818,123,
0.826,124,
0.834,125,
0.841,126,
0.849,127,
0.857,128,
0.865,129,
0.872,130,
0.88,131,
0.888,132,
0.896,133,
0.903,134,
0.911,135,
0.919,136,
0.927,137,
0.935,138,
0.942,139,
0.95,140,
0.958,141,
0.966,142,
0.974,143,
0.982,144,
0.99,145,
0.998,146,
1.006,147,
1.013,148,
1.021,149,
1.029,150,
1.037,151,
1.045,152,
1.053,153,
1.061,154,
1.069,155,
1.077,156,
1.085,157,
1.094,158,
1.102,159,
1.11,160,
1.118,161,
1.126,162,
1.134,163,
1.142,164,
1.15,165,
1.158,166,
1.167,167,
1.175,168,
1.183,169,
1.191,170,
1.199,171,
1.207,172,
1.216,173,
1.224,174,
1.232,175,
1.24,176,
1.249,177,
1.257,178,
1.265,179,
1.273,180,
1.282,181,
1.29,182,
1.298,183,
1.307,184,
1.315,185,
1.323,186,
1.332,187,
1.34,188,
1.348,189,
1.357,190,
1.365,191,
1.373,192,
1.382,193,
1.39,194,
1.399,195,
1.407,196,
1.415,197,
1.424,198,
1.432,199,
1.441,200,
1.449,201,
1.458,202,
1.466,203,
1.475,204,
1.483,205,
1.492,206,
1.5,207,
1.509,208,
1.517,209,
1.526,210,
1.534,211,
1.543,212,
1.551,213,
1.56,214,
1.569,215,
1.577,216,
1.586,217,
1.594,218,
1.603,219,
1.612,220,
1.62,221,
1.629,222,
1.638,223,
1.646,224,
1.655,225,
1.663,226,
1.672,227,
1.681,228,
1.69,229,
1.698,230,
1.707,231,
1.716,232,
1.724,233,
1.733,234,
1.742,235,
1.751,236,
1.759,237,
1.768,238,
1.777,239,
1.786,240,
1.794,241,
1.803,242,
1.812,243,
1.821,244,
1.829,245,
1.838,246,
1.847,247,
1.856,248,
1.865,249,
1.874,250,
1.882,251,
1.891,252,
1.9,253,
1.909,254,
1.918,255,
1.927,256,
1.936,257,
